Study_ID,Citation,Year,SAR_TYPE,Island.Type,Lat,Long,Study location,Ecoregion,Number of islands/patches in study,Island_or_Mainland,Min_A,Max_A,Range(order of magnitude),Island Area (m2),Distance From Mainland (m),Species Richness,Total species richness on islands ,Total species richness on islands and mianland,Sampling Method,Number of Sampling Methods,Z,Std. Error,R2,Signifcant?,Notes,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,8,101700,35000000,2.536747091,381700,,52,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,9,101700,35000000,2.536747091,459200,,29,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,10,101700,35000000,2.536747091,500500,,59,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,11,101700,35000000,2.536747091,796400,,50,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,12,101700,35000000,2.536747091,833700,,54,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,13,101700,35000000,2.536747091,836300,,39,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,14,101700,35000000,2.536747091,879400,,61,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,15,101700,35000000,2.536747091,911600,,48,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,16,101700,35000000,2.536747091,2505200,,62,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,17,101700,35000000,2.536747091,2957600,,56,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,18,101700,35000000,2.536747091,3479300,,67,146,,Leaf litter,1,0.05,0.03,0.1,N,,
32,Leal et al. 2012,,Mainland,Habitat-patches,-8.866667,-35.866667,"Brazil, Usina Serra Grande",Neotropic,19,Coimbra Forest,101700,35000000,2.536747091,35000000,,67,146,,Leaf litter,1,0.05,0.03,0.1,N,,
