Study_ID,Citation,SAR_TYPE,Study_location,Biogeo_realm,Number of islands/patches in study,Area,Richness
49,"Menozzi, C. 1936b. Nuovi contributi alla conoscenza della fauna delle Isole italiane dell'Egeo. VI. Hymenoptera - Formicidae. Bollettino del Laboratorio di Zoologia Generale e Agraria della Reale Scuola Superiore d'Agricoltura. Portici 29:262-311.",Insular,Greek Dodecanese islands,Palearctic,14,14615303,2
49,"Menozzi, C. 1936b. Nuovi contributi alla conoscenza della fauna delle Isole italiane dell'Egeo. VI. Hymenoptera - Formicidae. Bollettino del Laboratorio di Zoologia Generale e Agraria della Reale Scuola Superiore d'Agricoltura. Portici 29:262-311.",Insular,Greek Dodecanese islands,Palearctic,14,4636079,5
49,"Menozzi, C. 1936b. Nuovi contributi alla conoscenza della fauna delle Isole italiane dell'Egeo. VI. Hymenoptera - Formicidae. Bollettino del Laboratorio di Zoologia Generale e Agraria della Reale Scuola Superiore d'Agricoltura. Portici 29:262-311.",Insular,Greek Dodecanese islands,Palearctic,14,7428085,1
49,"Menozzi, C. 1936b. Nuovi contributi alla conoscenza della fauna delle Isole italiane dell'Egeo. VI. Hymenoptera - Formicidae. Bollettino del Laboratorio di Zoologia Generale e Agraria della Reale Scuola Superiore d'Agricoltura. Portici 29:262-311.",Insular,Greek Dodecanese islands,Palearctic,14,4558379,3
49,"Menozzi, C. 1936b. Nuovi contributi alla conoscenza della fauna delle Isole italiane dell'Egeo. VI. Hymenoptera - Formicidae. Bollettino del Laboratorio di Zoologia Generale e Agraria della Reale Scuola Superiore d'Agricoltura. Portici 29:262-311.",Insular,Greek Dodecanese islands,Palearctic,14,302250000,30
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 10",Insular,Seea of Cortez,Neotropic,37,129000,2
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 13",Insular,Seea of Cortez,Neotropic,37,22000,2
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 14",Insular,Seea of Cortez,Neotropic,37,47000,2
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 11",Insular,Seea of Cortez,Neotropic,37,39000,3
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 8",Insular,Seea of Cortez,Neotropic,37,37000,4
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 15",Insular,Seea of Cortez,Neotropic,37,20000,4
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 5",Insular,Seea of Cortez,Neotropic,37,72000,5
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 6",Insular,Seea of Cortez,Neotropic,37,93000,6
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 17",Insular,Seea of Cortez,Neotropic,37,136000,7
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 16",Insular,Seea of Cortez,Neotropic,37,156000,9
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 7",Insular,Seea of Cortez,Neotropic,37,704000,10
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 12",Insular,Seea of Cortez,Neotropic,37,1275000,14
14a,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 9",Insular,Seea of Cortez,Neotropic,37,8684000,16
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 25",Insular,Seea of Cortez,Neotropic,37,140000,1
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 19",Insular,Seea of Cortez,Neotropic,37,35000,2
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 40",Insular,Seea of Cortez,Neotropic,37,80599000,2
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 24",Insular,Seea of Cortez,Neotropic,37,931000,2
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 26",Insular,Seea of Cortez,Neotropic,37,377000,3
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 27",Insular,Seea of Cortez,Neotropic,37,998000,3
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 39",Insular,Seea of Cortez,Neotropic,37,3868000,3
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 28",Insular,Seea of Cortez,Neotropic,37,4192000,3
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 20",Insular,Seea of Cortez,Neotropic,37,29000,4
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 21",Insular,Seea of Cortez,Neotropic,37,4000,4
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 22",Insular,Seea of Cortez,Neotropic,37,4000,4
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 30",Insular,Seea of Cortez,Neotropic,37,2900000,4
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 18",Insular,Seea of Cortez,Neotropic,37,533000,5
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 41",Insular,Seea of Cortez,Neotropic,37,139870000,5
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 36",Insular,Seea of Cortez,Neotropic,37,25000,5
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 34",Insular,Seea of Cortez,Neotropic,37,30000,7
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 38",Insular,Seea of Cortez,Neotropic,37,162260000,7
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 33",Insular,Seea of Cortez,Neotropic,37,87000,8
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 37",Insular,Seea of Cortez,Neotropic,37,38000,10
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 29",Insular,Seea of Cortez,Neotropic,37,41534000,10
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 32",Insular,Seea of Cortez,Neotropic,37,138650000,14
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 35",Insular,Seea of Cortez,Neotropic,37,4490000,14
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 23",Insular,Seea of Cortez,Neotropic,37,924100000,25
14b,"Boulton & Ward, Island Biogeography of the Sea of Cortez , chp 31",Insular,Seea of Cortez,Neotropic,37,1173400000,37
